#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B9C964
#Date Time: 2024-11-15 15:30:01.158
#Sample rate: 400Hz
#Samples: 4096

Time (s),UART2,UART
2.945,X,h01[SOH] Framing Error
2.9475,X,h01[SOH] Framing Error
2.95,X,h01[SOH] Framing Error
2.9525,X,h01[SOH] Framing Error
2.955,X,h01[SOH] Framing Error
2.9575,X,h01[SOH] Framing Error
2.96,X,h01[SOH] Framing Error
2.9625,X,h01[SOH] Framing Error
2.965,X,h01[SOH] Framing Error
2.9675,X,h01[SOH] Framing Error
2.97,X,h01[SOH] Framing Error
2.9725,X,h01[SOH] Framing Error
2.975,X,h01[SOH] Framing Error
2.9775,X,h01[SOH] Framing Error
2.98,X,h01[SOH] Framing Error
2.9825,X,h01[SOH] Framing Error
2.985,X,h01[SOH] Framing Error
2.9875,X,h01[SOH] Framing Error
2.99,X,h01[SOH] Framing Error
2.9925,X,h01[SOH] Framing Error
2.995,X,h01[SOH] Framing Error
2.9975,X,h01[SOH] Framing Error
3,X,h01[SOH] Framing Error
3.0025,X,h01[SOH] Framing Error
3.005,X,h01[SOH] Framing Error
3.0075,X,h01[SOH] Framing Error
3.01,X,h01[SOH] Framing Error
3.0125,X,h01[SOH] Framing Error
3.015,X,h01[SOH] Framing Error
3.0175,X,h01[SOH] Framing Error
3.02,X,h01[SOH] Framing Error
3.0225,X,h01[SOH] Framing Error
3.025,X,h01[SOH] Framing Error
3.0275,X,h01[SOH] Framing Error
3.03,X,h01[SOH] Framing Error
3.0325,X,h01[SOH] Framing Error
3.035,X,h01[SOH] Framing Error
3.0375,X,h01[SOH] Framing Error
3.04,X,h01[SOH] Framing Error
3.0425,X,h01[SOH] Framing Error
3.045,X,h01[SOH] Framing Error
3.0475,X,h01[SOH] Framing Error
3.05,X,h01[SOH] Framing Error
3.0525,X,h01[SOH] Framing Error
3.055,X,h01[SOH] Framing Error
3.0575,X,h01[SOH] Framing Error
3.06,X,h01[SOH] Framing Error
3.0625,X,h01[SOH] Framing Error
3.065,X,h01[SOH] Framing Error
3.0675,X,h01[SOH] Framing Error
3.07,X,h01[SOH] Framing Error
3.0725,X,h01[SOH] Framing Error
3.075,X,h01[SOH] Framing Error
3.0775,X,h01[SOH] Framing Error
3.08,X,h01[SOH] Framing Error
3.0825,X,h01[SOH] Framing Error
3.085,X,h01[SOH] Framing Error
3.0875,X,h01[SOH] Framing Error
3.09,X,h01[SOH] Framing Error
3.0925,X,h01[SOH] Framing Error
3.095,X,h01[SOH] Framing Error
3.0975,X,h01[SOH] Framing Error
3.1,X,h01[SOH] Framing Error
3.1025,X,h01[SOH] Framing Error
3.105,X,h01[SOH] Framing Error
3.1075,X,h01[SOH] Framing Error
3.11,X,h01[SOH] Framing Error
3.1125,X,h01[SOH] Framing Error
3.115,X,h01[SOH] Framing Error
3.1175,X,h01[SOH] Framing Error
3.12,X,h01[SOH] Framing Error
3.1225,X,h01[SOH] Framing Error
3.125,X,X
3.1275,X,X
3.13,X,X
3.1325,X,X
3.135,X,X
3.1375,X,X
3.14,X,X
3.1425,X,X
3.145,X,X
3.1475,X,X
3.15,X,X
3.1525,X,X
3.155,X,X
3.1575,X,X
3.16,X,X
3.1625,X,X
3.165,X,X
3.1675,X,X
3.17,X,X
3.1725,X,X
3.175,X,X
3.1775,X,X
3.18,X,X
3.1825,X,X
3.185,X,X
3.1875,X,X
3.19,X,X
3.1925,X,X
3.195,X,X
3.1975,X,X
3.2,X,X
3.2025,X,X
3.205,X,X
3.2075,X,X
3.21,X,X
3.2125,X,X
3.215,X,X
3.2175,X,X
3.22,X,X
3.2225,X,X
3.225,X,X
3.2275,X,X
3.23,X,X
3.2325,X,X
3.235,X,X
3.2375,X,X
3.24,X,X
3.2425,X,X
3.245,X,X
3.2475,X,X
3.25,X,X
3.2525,X,X
3.255,X,X
3.2575,X,X
3.26,X,X
3.2625,X,X
3.265,X,X
3.2675,X,X
3.27,X,X
3.2725,X,X
3.275,X,X
3.2775,X,X
3.28,X,X
3.2825,X,X
3.285,X,X
3.2875,X,X
3.29,X,X
3.2925,h42[B],X
3.295,h42[B],X
3.2975,h42[B],X
3.3,h42[B],X
3.3025,h42[B],X
3.305,h42[B],X
3.3075,h42[B],X
3.31,h42[B],X
3.3125,h42[B],X
3.315,h42[B],X
3.3175,h42[B],X
3.32,h42[B],X
3.3225,h42[B],X
3.325,h42[B],X
3.3275,h42[B],X
3.33,h42[B],X
3.3325,h42[B],X
3.335,h42[B],X
3.3375,h42[B],X
3.34,h42[B],X
3.3425,h42[B],X
3.345,h42[B],X
3.3475,h42[B],X
3.35,h42[B],X
3.3525,h42[B],X
3.355,h42[B],X
3.3575,h42[B],X
3.36,h42[B],X
3.3625,h42[B],X
3.365,h42[B],X
3.3675,h42[B],X
3.37,h42[B],X
3.3725,h42[B],X
3.375,h42[B],X
3.3775,h42[B],X
3.38,h42[B],X
3.3825,h42[B],X
3.385,h42[B],X
3.3875,h42[B],X
3.39,h42[B],X
3.3925,h42[B],X
3.395,h42[B],hAF[¯] Framing Error
3.3975,h42[B],hAF[¯] Framing Error
3.4,h42[B],hAF[¯] Framing Error
3.4025,h42[B],hAF[¯] Framing Error
3.405,h42[B],hAF[¯] Framing Error
3.4075,h42[B],hAF[¯] Framing Error
3.41,h42[B],hAF[¯] Framing Error
3.4125,h42[B],hAF[¯] Framing Error
3.415,h42[B],hAF[¯] Framing Error
3.4175,h42[B],hAF[¯] Framing Error
3.42,h42[B],hAF[¯] Framing Error
3.4225,h42[B],hAF[¯] Framing Error
3.425,h42[B],hAF[¯] Framing Error
3.4275,h42[B],hAF[¯] Framing Error
3.43,h42[B],hAF[¯] Framing Error
3.4325,h42[B],hAF[¯] Framing Error
3.435,h42[B],hAF[¯] Framing Error
3.4375,h42[B],hAF[¯] Framing Error
3.44,h42[B],hAF[¯] Framing Error
3.4425,h42[B],hAF[¯] Framing Error
3.445,h42[B],hAF[¯] Framing Error
3.4475,h42[B],hAF[¯] Framing Error
3.45,h42[B],hAF[¯] Framing Error
3.4525,h42[B],hAF[¯] Framing Error
3.455,h42[B],hAF[¯] Framing Error
3.4575,h42[B],hAF[¯] Framing Error
3.46,h42[B],hAF[¯] Framing Error
3.4625,h42[B],hAF[¯] Framing Error
3.465,h42[B],hAF[¯] Framing Error
3.4675,h42[B],hAF[¯] Framing Error
3.47,h42[B],hAF[¯] Framing Error
3.4725,h42[B],hAF[¯] Framing Error
3.475,h42[B],hAF[¯] Framing Error
3.4775,h42[B],hAF[¯] Framing Error
3.48,h42[B],hAF[¯] Framing Error
3.4825,h42[B],hAF[¯] Framing Error
3.485,h42[B],hAF[¯] Framing Error
3.4875,h42[B],hAF[¯] Framing Error
3.49,h42[B],hAF[¯] Framing Error
3.4925,h42[B],hAF[¯] Framing Error
3.495,h42[B],hAF[¯] Framing Error
3.4975,h42[B],hAF[¯] Framing Error
3.5,h42[B],hAF[¯] Framing Error
3.5025,h42[B],hAF[¯] Framing Error
3.505,h42[B],hAF[¯] Framing Error
3.5075,h42[B],hAF[¯] Framing Error
3.51,h42[B],hAF[¯] Framing Error
3.5125,h42[B],hAF[¯] Framing Error
3.515,h42[B],hAF[¯] Framing Error
3.5175,h42[B],hAF[¯] Framing Error
3.52,h42[B],hAF[¯] Framing Error
3.5225,h42[B],hAF[¯] Framing Error
3.525,h42[B],hAF[¯] Framing Error
3.5275,h42[B],hAF[¯] Framing Error
3.53,h42[B],hAF[¯] Framing Error
3.5325,h42[B],hAF[¯] Framing Error
3.535,h42[B],hAF[¯] Framing Error
3.5375,h42[B],hAF[¯] Framing Error
3.54,h42[B],hAF[¯] Framing Error
3.5425,h42[B],hAF[¯] Framing Error
3.545,h42[B],hAF[¯] Framing Error
3.5475,h42[B],hAF[¯] Framing Error
3.55,h42[B],hAF[¯] Framing Error
3.5525,h42[B],hAF[¯] Framing Error
3.555,h42[B],hAF[¯] Framing Error
3.5575,h42[B],hAF[¯] Framing Error
3.56,h42[B],hAF[¯] Framing Error
3.5625,h42[B],hAF[¯] Framing Error
3.565,h42[B],hAF[¯] Framing Error
3.5675,h42[B],hAF[¯] Framing Error
3.57,h42[B],hAF[¯] Framing Error
3.5725,h42[B],hAF[¯] Framing Error
3.575,h42[B],hAF[¯] Framing Error
3.5775,h42[B],hAF[¯] Framing Error
3.58,h42[B],hAF[¯] Framing Error
3.5825,h42[B],hAF[¯] Framing Error
3.585,h42[B],hAF[¯] Framing Error
3.5875,h42[B],hAF[¯] Framing Error
3.59,h42[B],hAF[¯] Framing Error
3.5925,h42[B],hAF[¯] Framing Error
3.595,h42[B],hAF[¯] Framing Error
3.5975,h42[B],hAF[¯] Framing Error
3.6,h42[B],hAF[¯] Framing Error
3.6025,h42[B],hAF[¯] Framing Error
3.605,h42[B],hAF[¯] Framing Error
3.6075,h42[B],hAF[¯] Framing Error
3.61,h42[B],hAF[¯] Framing Error
3.6125,h42[B],hAF[¯] Framing Error
3.615,h42[B],hAF[¯] Framing Error
3.6175,h42[B],hAF[¯] Framing Error
3.62,h42[B],hAF[¯] Framing Error
3.6225,h42[B],hAF[¯] Framing Error
3.625,h42[B],hAF[¯] Framing Error
3.6275,h42[B],hAF[¯] Framing Error
3.63,h42[B],hAF[¯] Framing Error
3.6325,h42[B],hAF[¯] Framing Error
3.635,h42[B],hAF[¯] Framing Error
3.6375,h42[B],hAF[¯] Framing Error
3.64,h42[B],hAF[¯] Framing Error
3.6425,h42[B],hAF[¯] Framing Error
3.645,h42[B],hAF[¯] Framing Error
3.6475,h42[B],hAF[¯] Framing Error
3.65,h42[B],hAF[¯] Framing Error
3.6525,h42[B],hAF[¯] Framing Error
3.655,h42[B],hAF[¯] Framing Error
3.6575,h42[B],hAF[¯] Framing Error
3.66,h42[B],hAF[¯] Framing Error
3.6625,h42[B],hAF[¯] Framing Error
3.665,h42[B],hAF[¯] Framing Error
3.6675,h42[B],hAF[¯] Framing Error
3.67,h42[B],hAF[¯] Framing Error
3.6725,h42[B],hAF[¯] Framing Error
3.675,h42[B],hAF[¯] Framing Error
3.6775,h42[B],hAF[¯] Framing Error
3.68,h42[B],hAF[¯] Framing Error
3.6825,h42[B],hAF[¯] Framing Error
3.685,h42[B],hAF[¯] Framing Error
3.6875,h42[B],hAF[¯] Framing Error
3.69,h42[B],hAF[¯] Framing Error
3.6925,h42[B],hAF[¯] Framing Error
3.695,h42[B],hAF[¯] Framing Error
3.6975,h42[B],hAF[¯] Framing Error
3.7,h42[B],hAF[¯] Framing Error
3.7025,h42[B],hAF[¯] Framing Error
3.705,h42[B],hAF[¯] Framing Error
3.7075,h42[B],hAF[¯] Framing Error
3.71,h42[B],hAF[¯] Framing Error
3.7125,h42[B],hAF[¯] Framing Error
3.715,h42[B],hAF[¯] Framing Error
3.7175,h42[B],hAF[¯] Framing Error
3.72,h42[B],hAF[¯] Framing Error
3.7225,h42[B],hAF[¯] Framing Error
3.725,h42[B],hAF[¯] Framing Error
3.7275,h42[B],hAF[¯] Framing Error
3.73,h42[B],hAF[¯] Framing Error
3.7325,h42[B],hAF[¯] Framing Error
3.735,h42[B],hAF[¯] Framing Error
3.7375,h42[B],hAF[¯] Framing Error
3.74,h42[B],hAF[¯] Framing Error
3.7425,h42[B],hAF[¯] Framing Error
3.745,h42[B],hAF[¯] Framing Error
3.7475,h42[B],hAF[¯] Framing Error
3.75,h42[B],hAF[¯] Framing Error
3.7525,h42[B],hAF[¯] Framing Error
3.755,h42[B],hAF[¯] Framing Error
3.7575,h42[B],hAF[¯] Framing Error
3.76,h42[B],hAF[¯] Framing Error
3.7625,h42[B],hAF[¯] Framing Error
3.765,h42[B],hAF[¯] Framing Error
3.7675,h42[B],hAF[¯] Framing Error
3.77,X,hAF[¯] Framing Error
3.7725,X,hAF[¯] Framing Error
3.775,X,hAF[¯] Framing Error
3.7775,X,hAF[¯] Framing Error
3.78,X,hAF[¯] Framing Error
3.7825,X,hAF[¯] Framing Error
3.785,X,hAF[¯] Framing Error
3.7875,X,hAF[¯] Framing Error
3.79,X,hAF[¯] Framing Error
3.7925,X,hAF[¯] Framing Error
3.795,h4F[O],hAF[¯] Framing Error
3.7975,h4F[O],hAF[¯] Framing Error
3.8,h4F[O],hAF[¯] Framing Error
3.8025,h4F[O],hAF[¯] Framing Error
3.805,h4F[O],hAF[¯] Framing Error
3.8075,h4F[O],hAF[¯] Framing Error
3.81,h4F[O],hAF[¯] Framing Error
3.8125,h4F[O],hAF[¯] Framing Error
3.815,h4F[O],hAF[¯] Framing Error
3.8175,h4F[O],hAF[¯] Framing Error
3.82,h4F[O],hAF[¯] Framing Error
3.8225,h4F[O],hAF[¯] Framing Error
3.825,h4F[O],hAF[¯] Framing Error
3.8275,h4F[O],hAF[¯] Framing Error
3.83,h4F[O],hAF[¯] Framing Error
3.8325,h4F[O],hAF[¯] Framing Error
3.835,h4F[O],hAF[¯] Framing Error
3.8375,h4F[O],hAF[¯] Framing Error
3.84,h4F[O],hAF[¯] Framing Error
3.8425,h4F[O],hAF[¯] Framing Error
3.845,h4F[O],hAF[¯] Framing Error
3.8475,h4F[O],hAF[¯] Framing Error
3.85,h4F[O],hAF[¯] Framing Error
3.8525,h4F[O],hAF[¯] Framing Error
3.855,h4F[O],hAF[¯] Framing Error
3.8575,h4F[O],hAF[¯] Framing Error
3.86,h4F[O],hAF[¯] Framing Error
3.8625,h4F[O],hAF[¯] Framing Error
3.865,h4F[O],hAF[¯] Framing Error
3.8675,h4F[O],hAF[¯] Framing Error
3.87,h4F[O],hAF[¯] Framing Error
3.8725,h4F[O],X
3.875,h4F[O],X
3.8775,h4F[O],X
3.88,h4F[O],X
3.8825,h4F[O],X
3.885,h4F[O],X
3.8875,h4F[O],X
3.89,h4F[O],X
3.8925,h4F[O],X
3.895,h4F[O],X
3.8975,h4F[O],X
3.9,h4F[O],X
3.9025,h4F[O],X
3.905,h4F[O],X
3.9075,h4F[O],X
3.91,h4F[O],X
3.9125,h4F[O],X
3.915,h4F[O],X
3.9175,h4F[O],X
3.92,h4F[O],X
3.9225,h4F[O],X
3.925,h4F[O],X
3.9275,h4F[O],X
3.93,h4F[O],X
3.9325,h4F[O],X
3.935,h4F[O],X
3.9375,h4F[O],X
3.94,h4F[O],X
3.9425,h4F[O],X
3.945,h4F[O],X
3.9475,h4F[O],X
3.95,h4F[O],X
3.9525,h4F[O],X
3.955,h4F[O],X
3.9575,h4F[O],X
3.96,h4F[O],X
3.9625,h4F[O],X
3.965,h4F[O],X
3.9675,h4F[O],X
3.97,h4F[O],X
3.9725,h4F[O],X
3.975,h4F[O],X
3.9775,h4F[O],X
3.98,h4F[O],X
3.9825,h4F[O],X
3.985,h4F[O],X
3.9875,h4F[O],X
3.99,h4F[O],X
3.9925,h4F[O],X
3.995,h4F[O],X
3.9975,h4F[O],X
4,h4F[O],X
4.0025,h4F[O],X
4.005,h4F[O],X
4.0075,h4F[O],X
4.01,h4F[O],X
4.0125,h4F[O],X
4.015,h4F[O],X
4.0175,h4F[O],X
4.02,h4F[O],X
4.0225,h4F[O],X
4.025,h4F[O],X
4.0275,h4F[O],X
4.03,h4F[O],X
4.0325,h4F[O],X
4.035,h4F[O],X
4.0375,h4F[O],X
4.04,h4F[O],X
4.0425,h4F[O],X
4.045,h4F[O],X
4.0475,h4F[O],X
4.05,h4F[O],X
4.0525,h4F[O],X
4.055,h4F[O],X
4.0575,h4F[O],X
4.06,h4F[O],X
4.0625,h4F[O],X
4.065,h4F[O],X
4.0675,h4F[O],X
4.07,h4F[O],X
4.0725,h4F[O],X
4.075,h4F[O],X
4.0775,h4F[O],X
4.08,h4F[O],X
4.0825,h4F[O],X
4.085,h4F[O],X
4.0875,h4F[O],X
4.09,h4F[O],X
4.0925,h4F[O],X
4.095,h4F[O],X
4.0975,h4F[O],X
4.1,h4F[O],X
4.1025,h4F[O],X
4.105,h4F[O],X
4.1075,h4F[O],X
4.11,h4F[O],X
4.1125,h4F[O],X
4.115,h4F[O],X
4.1175,h4F[O],X
4.12,h4F[O],X
4.1225,h4F[O],X
4.125,h4F[O],X
4.1275,h4F[O],X
4.13,h4F[O],X
4.1325,h4F[O],X
4.135,h4F[O],X
4.1375,h4F[O],X
4.14,h4F[O],hC5[Å]
4.1425,h4F[O],hC5[Å]
4.145,h4F[O],hC5[Å]
4.1475,h4F[O],hC5[Å]
4.15,h4F[O],hC5[Å]
4.1525,h4F[O],hC5[Å]
4.155,h4F[O],hC5[Å]
4.1575,h4F[O],hC5[Å]
4.16,h4F[O],hC5[Å]
4.1625,h4F[O],hC5[Å]
4.165,h4F[O],hC5[Å]
4.1675,h4F[O],hC5[Å]
4.17,h4F[O],hC5[Å]
4.1725,h4F[O],hC5[Å]
4.175,h4F[O],hC5[Å]
4.1775,h4F[O],hC5[Å]
4.18,h4F[O],hC5[Å]
4.1825,h4F[O],hC5[Å]
4.185,h4F[O],hC5[Å]
4.1875,h4F[O],hC5[Å]
4.19,h4F[O],hC5[Å]
4.1925,h4F[O],hC5[Å]
4.195,h4F[O],hC5[Å]
4.1975,h4F[O],hC5[Å]
4.2,h4F[O],hC5[Å]
4.2025,h4F[O],hC5[Å]
4.205,h4F[O],hC5[Å]
4.2075,h4F[O],hC5[Å]
4.21,h4F[O],hC5[Å]
4.2125,h4F[O],hC5[Å]
4.215,h4F[O],hC5[Å]
4.2175,h4F[O],hC5[Å]
4.22,h4F[O],hC5[Å]
4.2225,h4F[O],hC5[Å]
4.225,h4F[O],hC5[Å]
4.2275,h4F[O],hC5[Å]
4.23,h4F[O],hC5[Å]
4.2325,h4F[O],hC5[Å]
4.235,h4F[O],hC5[Å]
4.2375,h4F[O],hC5[Å]
4.24,h4F[O],hC5[Å]
4.2425,h4F[O],hC5[Å]
4.245,h4F[O],hC5[Å]
4.2475,h4F[O],hC5[Å]
4.25,h4F[O],hC5[Å]
4.2525,h4F[O],hC5[Å]
4.255,h4F[O],hC5[Å]
4.2575,h4F[O],hC5[Å]
4.26,h4F[O],hC5[Å]
4.2625,h4F[O],hC5[Å]
4.265,h4F[O],hC5[Å]
4.2675,h4F[O],hC5[Å]
4.27,h4F[O],hC5[Å]
4.2725,X,hC5[Å]
4.275,X,hC5[Å]
4.2775,X,hC5[Å]
4.28,X,hC5[Å]
4.2825,X,hC5[Å]
4.285,X,hC5[Å]
4.2875,X,hC5[Å]
4.29,X,hC5[Å]
4.2925,X,hC5[Å]
4.295,X,hC5[Å]
4.2975,h47[G],hC5[Å]
4.3,h47[G],hC5[Å]
4.3025,h47[G],hC5[Å]
4.305,h47[G],hC5[Å]
4.3075,h47[G],hC5[Å]
4.31,h47[G],hC5[Å]
4.3125,h47[G],hC5[Å]
4.315,h47[G],hC5[Å]
4.3175,h47[G],hC5[Å]
4.32,h47[G],hC5[Å]
4.3225,h47[G],hC5[Å]
4.325,h47[G],hC5[Å]
4.3275,h47[G],hC5[Å]
4.33,h47[G],hC5[Å]
4.3325,h47[G],hC5[Å]
4.335,h47[G],hC5[Å]
4.3375,h47[G],hC5[Å]
4.34,h47[G],hC5[Å]
4.3425,h47[G],hC5[Å]
4.345,h47[G],hC5[Å]
4.3475,h47[G],hC5[Å]
4.35,h47[G],hC5[Å]
4.3525,h47[G],hC5[Å]
4.355,h47[G],hC5[Å]
4.3575,h47[G],hC5[Å]
4.36,h47[G],hC5[Å]
4.3625,h47[G],hC5[Å]
4.365,h47[G],hC5[Å]
4.3675,h47[G],hC5[Å]
4.37,h47[G],hC5[Å]
4.3725,h47[G],hC5[Å]
4.375,h47[G],hC5[Å]
4.3775,h47[G],hC5[Å]
4.38,h47[G],hC5[Å]
4.3825,h47[G],hC5[Å]
4.385,h47[G],hC5[Å]
4.3875,h47[G],hC5[Å]
4.39,h47[G],hC5[Å]
4.3925,h47[G],hC5[Å]
4.395,h47[G],hC5[Å]
4.3975,h47[G],hC5[Å]
4.4,h47[G],hC5[Å]
4.4025,h47[G],hC5[Å]
4.405,h47[G],hC5[Å]
4.4075,h47[G],hC5[Å]
4.41,h47[G],hC5[Å]
4.4125,h47[G],hC5[Å]
4.415,h47[G],hC5[Å]
4.4175,h47[G],hC5[Å]
4.42,h47[G],hC5[Å]
4.4225,h47[G],hC5[Å]
4.425,h47[G],hC5[Å]
4.4275,h47[G],hC5[Å]
4.43,h47[G],hC5[Å]
4.4325,h47[G],hC5[Å]
4.435,h47[G],hC5[Å]
4.4375,h47[G],hC5[Å]
4.44,h47[G],hC5[Å]
4.4425,h47[G],hC5[Å]
4.445,h47[G],hC5[Å]
4.4475,h47[G],hC5[Å]
4.45,h47[G],hC5[Å]
4.4525,h47[G],hC5[Å]
4.455,h47[G],hC5[Å]
4.4575,h47[G],hC5[Å]
4.46,h47[G],hC5[Å]
4.4625,h47[G],hC5[Å]
4.465,h47[G],hC5[Å]
4.4675,h47[G],hC5[Å]
4.47,h47[G],hC5[Å]
4.4725,h47[G],hC5[Å]
4.475,h47[G],hC5[Å]
4.4775,h47[G],hC5[Å]
4.48,h47[G],hC5[Å]
4.4825,h47[G],hC5[Å]
4.485,h47[G],hC5[Å]
4.4875,h47[G],hC5[Å]
4.49,h47[G],hC5[Å]
4.4925,h47[G],hC5[Å]
4.495,h47[G],hC5[Å]
4.4975,h47[G],hC5[Å]
4.5,h47[G],hC5[Å]
4.5025,h47[G],hC5[Å]
4.505,h47[G],hC5[Å]
4.5075,h47[G],hC5[Å]
4.51,h47[G],hC5[Å]
4.5125,h47[G],hC5[Å]
4.515,h47[G],hC5[Å]
4.5175,h47[G],hC5[Å]
4.52,h47[G],hC5[Å]
4.5225,h47[G],hC5[Å]
4.525,h47[G],hC5[Å]
4.5275,h47[G],hC5[Å]
4.53,h47[G],hC5[Å]
4.5325,h47[G],hC5[Å]
4.535,h47[G],hC5[Å]
4.5375,h47[G],hC5[Å]
4.54,h47[G],hC5[Å]
4.5425,h47[G],hC5[Å]
4.545,h47[G],hC5[Å]
4.5475,h47[G],hC5[Å]
4.55,h47[G],hC5[Å]
4.5525,h47[G],hC5[Å]
4.555,h47[G],hC5[Å]
4.5575,h47[G],hC5[Å]
4.56,h47[G],hC5[Å]
4.5625,h47[G],hC5[Å]
4.565,h47[G],hC5[Å]
4.5675,h47[G],hC5[Å]
4.57,h47[G],hC5[Å]
4.5725,h47[G],hC5[Å]
4.575,h47[G],hC5[Å]
4.5775,h47[G],hC5[Å]
4.58,h47[G],hC5[Å]
4.5825,h47[G],hC5[Å]
4.585,h47[G],hC5[Å]
4.5875,h47[G],hC5[Å]
4.59,h47[G],hC5[Å]
4.5925,h47[G],hC5[Å]
4.595,h47[G],hC5[Å]
4.5975,h47[G],hC5[Å]
4.6,h47[G],hC5[Å]
4.6025,h47[G],hC5[Å]
4.605,h47[G],hC5[Å]
4.6075,h47[G],hC5[Å]
4.61,h47[G],hC5[Å]
4.6125,h47[G],hC5[Å]
4.615,h47[G],hC5[Å]
4.6175,h47[G],X
4.62,h47[G],X
4.6225,h47[G],X
4.625,h47[G],X
4.6275,h47[G],X
4.63,h47[G],X
4.6325,h47[G],X
4.635,h47[G],X
4.6375,h47[G],h85
4.64,h47[G],h85
4.6425,h47[G],h85
4.645,h47[G],h85
4.6475,h47[G],h85
4.65,h47[G],h85
4.6525,h47[G],h85
4.655,h47[G],h85
4.6575,h47[G],h85
4.66,h47[G],h85
4.6625,h47[G],h85
4.665,h47[G],h85
4.6675,h47[G],h85
4.67,h47[G],h85
4.6725,h47[G],h85
4.675,h47[G],h85
4.6775,h47[G],h85
4.68,h47[G],h85
4.6825,h47[G],h85
4.685,h47[G],h85
4.6875,h47[G],h85
4.69,h47[G],h85
4.6925,h47[G],h85
4.695,h47[G],h85
4.6975,h47[G],h85
4.7,h47[G],h85
4.7025,h47[G],h85
4.705,h47[G],h85
4.7075,h47[G],h85
4.71,h47[G],h85
4.7125,h47[G],h85
4.715,h47[G],h85
4.7175,h47[G],h85
4.72,h47[G],h85
4.7225,h47[G],h85
4.725,h47[G],h85
4.7275,h47[G],h85
4.73,h47[G],h85
4.7325,h47[G],h85
4.735,h47[G],h85
4.7375,h47[G],h85
4.74,h47[G],h85
4.7425,h47[G],h85
4.745,h47[G],h85
4.7475,h47[G],h85
4.75,h47[G],h85
4.7525,h47[G],h85
4.755,h47[G],h85
4.7575,h47[G],h85
4.76,h47[G],h85
4.7625,h47[G],h85
4.765,h47[G],h85
4.7675,h47[G],h85
4.77,h47[G],h85
4.7725,h47[G],h85
4.775,X,h85
4.7775,X,h85
4.78,X,h85
4.7825,X,h85
4.785,X,h85
4.7875,X,h85
4.79,X,h85
4.7925,h4F[O],h85
4.795,h4F[O],h85
4.7975,h4F[O],h85
4.8,h4F[O],h85
4.8025,h4F[O],h85
4.805,h4F[O],h85
4.8075,h4F[O],h85
4.81,h4F[O],h85
4.8125,h4F[O],h85
4.815,h4F[O],h85
4.8175,h4F[O],h85
4.82,h4F[O],h85
4.8225,h4F[O],h85
4.825,h4F[O],h85
4.8275,h4F[O],h85
4.83,h4F[O],h85
4.8325,h4F[O],h85
4.835,h4F[O],h85
4.8375,h4F[O],h85
4.84,h4F[O],h85
4.8425,h4F[O],h85
4.845,h4F[O],h85
4.8475,h4F[O],h85
4.85,h4F[O],h85
4.8525,h4F[O],h85
4.855,h4F[O],h85
4.8575,h4F[O],h85
4.86,h4F[O],h85
4.8625,h4F[O],h85
4.865,h4F[O],h85
4.8675,h4F[O],h85
4.87,h4F[O],h85
4.8725,h4F[O],h85
4.875,h4F[O],h85
4.8775,h4F[O],h85
4.88,h4F[O],h85
4.8825,h4F[O],h85
4.885,h4F[O],h85
4.8875,h4F[O],h85
4.89,h4F[O],h85
4.8925,h4F[O],h85
4.895,h4F[O],h85
4.8975,h4F[O],h85
4.9,h4F[O],h85
4.9025,h4F[O],h85
4.905,h4F[O],h85
4.9075,h4F[O],h85
4.91,h4F[O],h85
4.9125,h4F[O],h85
4.915,h4F[O],h85
4.9175,h4F[O],h85
4.92,h4F[O],h85
4.9225,h4F[O],h85
4.925,h4F[O],h85
4.9275,h4F[O],h85
4.93,h4F[O],h85
4.9325,h4F[O],h85
4.935,h4F[O],h85
4.9375,h4F[O],h85
4.94,h4F[O],h85
4.9425,h4F[O],h85
4.945,h4F[O],h85
4.9475,h4F[O],h85
4.95,h4F[O],h85
4.9525,h4F[O],h85
4.955,h4F[O],h85
4.9575,h4F[O],h85
4.96,h4F[O],h85
4.9625,h4F[O],h85
4.965,h4F[O],h85
4.9675,h4F[O],h85
4.97,h4F[O],h85
4.9725,h4F[O],h85
4.975,h4F[O],h85
4.9775,h4F[O],h85
4.98,h4F[O],h85
4.9825,h4F[O],h85
4.985,h4F[O],h85
4.9875,h4F[O],h85
4.99,h4F[O],h85
4.9925,h4F[O],h85
4.995,h4F[O],h85
4.9975,h4F[O],h85
5,h4F[O],h85
5.0025,h4F[O],h85
5.005,h4F[O],h85
5.0075,h4F[O],h85
5.01,h4F[O],h85
5.0125,h4F[O],h85
5.015,h4F[O],h85
5.0175,h4F[O],h85
5.02,h4F[O],h85
5.0225,h4F[O],h85
5.025,h4F[O],h85
5.0275,h4F[O],h85
5.03,h4F[O],h85
5.0325,h4F[O],h85
5.035,h4F[O],h85
5.0375,h4F[O],h85
5.04,h4F[O],h85
5.0425,h4F[O],h85
5.045,h4F[O],h85
5.0475,h4F[O],h85
5.05,h4F[O],h85
5.0525,h4F[O],h85
5.055,h4F[O],h85
5.0575,h4F[O],h85
5.06,h4F[O],h85
5.0625,h4F[O],h85
5.065,h4F[O],h85
5.0675,h4F[O],h85
5.07,h4F[O],h85
5.0725,h4F[O],h85
5.075,h4F[O],h85
5.0775,h4F[O],h85
5.08,h4F[O],h85
5.0825,h4F[O],h85
5.085,h4F[O],h85
