v1	V(output)	V(n007)	V(n008)
1.736453539133119e-01	-3.436172e-03	1.736132e+00	-4.505307e-05
1.748531528645726e-01	-3.436172e-03	1.748206e+00	-4.505307e-05
1.760693527218973e-01	-3.436172e-03	1.760363e+00	-4.505307e-05
1.772940119182085e-01	-3.436172e-03	1.772605e+00	-4.505307e-05
1.785271892928622e-01	-3.436172e-03	1.784932e+00	-4.505307e-05
1.797689440944740e-01	-3.436172e-03	1.797344e+00	-4.505307e-05
1.810193359837666e-01	-3.436172e-03	1.809843e+00	-4.505307e-05
1.822784250364357e-01	-3.436172e-03	1.822428e+00	-4.505307e-05
1.835462717460365e-01	-3.436172e-03	1.835101e+00	-4.505307e-05
1.848229370268902e-01	-3.436172e-03	1.847862e+00	-4.505307e-05
1.861084822170105e-01	-3.436172e-03	1.860712e+00	-4.505307e-05
1.874029690810509e-01	-3.436172e-03	1.873650e+00	-4.505307e-05
1.887064598132719e-01	-3.436172e-03	1.886679e+00	-4.505307e-05
1.900190170405294e-01	-3.436172e-03	1.899798e+00	-4.505307e-05
1.913407038252833e-01	-3.436172e-03	1.913009e+00	-4.505307e-05
1.926715836686279e-01	-3.436172e-03	1.926311e+00	-4.505307e-05
1.940117205133423e-01	-3.436172e-03	1.939705e+00	-4.505307e-05
1.953611787469630e-01	-3.436172e-03	1.953192e+00	-4.505307e-05
1.967200232048771e-01	-3.436172e-03	1.966774e+00	-4.505307e-05
1.980883191734375e-01	-3.436172e-03	1.980449e+00	-4.505307e-05
1.994661323930997e-01	-3.436172e-03	1.994219e+00	-4.505307e-05
2.008535290615800e-01	-3.436172e-03	2.008085e+00	-4.505307e-05
2.022505758370364e-01	-3.436172e-03	2.022047e+00	-4.505307e-05
2.036573398412712e-01	-3.436172e-03	2.036106e+00	-4.505307e-05
2.050738886629553e-01	-3.436172e-03	2.050262e+00	-4.505307e-05
2.065002903608765e-01	-3.436172e-03	2.064517e+00	-4.505307e-05
2.079366134672086e-01	-3.436172e-03	2.078871e+00	-4.505307e-05
2.093829269908044e-01	-3.436172e-03	2.093324e+00	-4.505307e-05
2.108393004205112e-01	-3.436172e-03	2.107878e+00	-4.505307e-05
2.123058037285097e-01	-3.436172e-03	2.122532e+00	-4.505307e-05
2.137825073736753e-01	-3.436172e-03	2.137288e+00	-4.505307e-05
2.152694823049638e-01	-3.436172e-03	2.152147e+00	-4.505307e-05
2.167667999648199e-01	-3.436172e-03	2.167108e+00	-4.505307e-05
2.182745322926100e-01	-3.436172e-03	2.182173e+00	-4.505307e-05
2.197927517280781e-01	-3.436172e-03	2.197343e+00	-4.505307e-05
2.213215312148268e-01	-3.436172e-03	2.212618e+00	-4.505307e-05
2.228609442038212e-01	-3.436172e-03	2.227998e+00	-4.505307e-05
2.244110646569185e-01	-3.436172e-03	2.243486e+00	-4.505307e-05
2.259719670504212e-01	-3.436172e-03	2.259080e+00	-4.505307e-05
2.275437263786557e-01	-3.436172e-03	2.274783e+00	-4.505307e-05
2.291264181575748e-01	-3.436172e-03	2.290594e+00	-4.505307e-05
2.307201184283865e-01	-3.436172e-03	2.306515e+00	-4.505307e-05
2.323249037612072e-01	-3.436172e-03	2.322546e+00	-4.505307e-05
2.339408512587407e-01	-3.436172e-03	2.338687e+00	-4.505307e-05
2.355680385599823e-01	-3.436172e-03	2.354941e+00	-4.505307e-05
2.372065438439493e-01	-3.436172e-03	2.371307e+00	-4.505307e-05
2.388564458334372e-01	-3.436172e-03	2.387786e+00	-4.505307e-05
2.405178237988016e-01	-3.436172e-03	2.404380e+00	-4.505307e-05
2.421907575617673e-01	-3.436172e-03	2.421088e+00	-4.505307e-05
2.438753274992628e-01	-3.436172e-03	2.437911e+00	-4.505307e-05
2.455716145472827e-01	-3.436172e-03	2.454851e+00	-4.505307e-05
2.472797002047755e-01	-3.436172e-03	2.471907e+00	-4.505307e-05
2.489996665375603e-01	-3.436172e-03	2.489082e+00	-4.505307e-05
2.507315961822686e-01	-3.436172e-03	2.506375e+00	-4.505307e-05
2.524755723503154e-01	-3.436172e-03	2.523787e+00	-4.505307e-05
2.542316788318968e-01	-3.436172e-03	2.541319e+00	-4.505307e-05
2.560000000000157e-01	-3.436172e-03	2.558973e+00	-4.505307e-05
2.577806208145358e-01	-3.436172e-03	2.576748e+00	-4.505307e-05
2.595736268262634e-01	-3.436172e-03	2.594645e+00	-4.505307e-05
2.613791041810575e-01	-3.436172e-03	2.612666e+00	-4.505307e-05
2.631971396239692e-01	-3.436172e-03	2.630810e+00	-4.505307e-05
2.650278205034090e-01	-3.436172e-03	2.649080e+00	-4.505307e-05
2.668712347753436e-01	-3.436172e-03	2.667475e+00	-4.505307e-05
2.687274710075219e-01	-3.436172e-03	2.685997e+00	-4.505307e-05
2.705966183837302e-01	-3.436172e-03	2.704645e+00	-4.505307e-05
2.724787667080771e-01	-3.436172e-03	2.723422e+00	-4.505307e-05
2.743740064093081e-01	-3.436172e-03	2.742327e+00	-4.505307e-05
2.762824285451506e-01	-3.436172e-03	2.761363e+00	-4.505307e-05
2.782041248066883e-01	-3.436172e-03	2.780528e+00	-4.505307e-05
2.801391875227668e-01	-3.436172e-03	2.799825e+00	-4.505307e-05
2.820877096644300e-01	-3.436172e-03	2.819253e+00	-4.505307e-05
2.840497848493861e-01	-3.436172e-03	2.838815e+00	-4.505307e-05
2.860255073465063e-01	-3.436172e-03	2.858510e+00	-4.505307e-05
2.880149720803533e-01	-3.436172e-03	2.878339e+00	-4.505307e-05
2.900182746357427e-01	-3.436172e-03	2.898303e+00	-4.505307e-05
2.920355112623348e-01	-3.436172e-03	2.918403e+00	-4.505307e-05
2.940667788792595e-01	-3.436172e-03	2.938639e+00	-4.505307e-05
2.961121750797723e-01	-3.436172e-03	2.959013e+00	-4.505307e-05
2.981717981359435e-01	-3.436172e-03	2.979526e+00	-4.505307e-05
3.002457470033800e-01	-3.436172e-03	3.000177e+00	-4.505307e-05
3.023341213259789e-01	-3.436172e-03	3.020967e+00	-4.505307e-05
3.044370214407159e-01	-3.436172e-03	3.041898e+00	-4.505307e-05
3.065545483824652e-01	-3.436172e-03	3.062970e+00	-4.505307e-05
3.086868038888543e-01	-3.436172e-03	3.084184e+00	-4.505307e-05
3.108338904051517e-01	-3.436172e-03	3.105540e+00	-4.505307e-05
3.129959110891894e-01	-3.436172e-03	3.127039e+00	-4.505307e-05
3.151729698163186e-01	-3.436172e-03	3.148682e+00	-4.505306e-05
3.173651711844008e-01	-3.436172e-03	3.170469e+00	-4.505306e-05
3.195726205188331e-01	-3.436172e-03	3.192402e+00	-4.505306e-05
3.217954238776086e-01	-3.436172e-03	3.214480e+00	-4.505306e-05
3.240336880564124e-01	-3.436172e-03	3.236704e+00	-4.505306e-05
3.262875205937520e-01	-3.436172e-03	3.259074e+00	-4.505306e-05
3.285570297761246e-01	-3.436172e-03	3.281593e+00	-4.505306e-05
3.308423246432193e-01	-3.436172e-03	3.304258e+00	-4.505306e-05
3.331435149931564e-01	-3.436172e-03	3.327072e+00	-4.505306e-05
3.354607113877626e-01	-3.436172e-03	3.350035e+00	-4.505306e-05
3.377940251578827e-01	-3.436172e-03	3.373146e+00	-4.505306e-05
3.401435684087289e-01	-3.436172e-03	3.396407e+00	-4.505306e-05
3.425094540252668e-01	-3.436172e-03	3.419817e+00	-4.505306e-05
3.448917956776390e-01	-3.436172e-03	3.443377e+00	-4.505306e-05
3.472907078266265e-01	-3.436172e-03	3.467087e+00	-4.505306e-05
3.497063057291479e-01	-3.436172e-03	3.490947e+00	-4.505306e-05
3.521387054437972e-01	-3.436172e-03	3.514957e+00	-4.505306e-05
3.545880238364197e-01	-3.436172e-03	3.539118e+00	-4.505306e-05
3.570543785857270e-01	-3.436172e-03	3.563428e+00	-4.505306e-05
3.595378881889507e-01	-3.436171e-03	3.587888e+00	-4.505306e-05
3.620386719675359e-01	-3.436171e-03	3.612498e+00	-4.505306e-05
3.645568500728741e-01	-3.436171e-03	3.637257e+00	-4.505306e-05
3.670925434920758e-01	-3.436171e-03	3.662165e+00	-4.505306e-05
3.696458740537831e-01	-3.436171e-03	3.687221e+00	-4.505306e-05
3.722169644340238e-01	-3.436171e-03	3.712425e+00	-4.505306e-05
3.748059381621046e-01	-3.436171e-03	3.737775e+00	-4.505306e-05
3.774129196265466e-01	-3.436171e-03	3.763272e+00	-4.505306e-05
3.800380340810615e-01	-3.436171e-03	3.788913e+00	-4.505306e-05
3.826814076505693e-01	-3.436171e-03	3.814697e+00	-4.505306e-05
3.853431673372585e-01	-3.436171e-03	3.840623e+00	-4.505306e-05
3.880234410266874e-01	-3.436171e-03	3.866690e+00	-4.505306e-05
3.907223574939288e-01	-3.436171e-03	3.892896e+00	-4.505306e-05
3.934400464097570e-01	-3.436171e-03	3.919238e+00	-4.505306e-05
3.961766383468779e-01	-3.436171e-03	3.945715e+00	-4.505306e-05
3.989322647862023e-01	-3.436171e-03	3.972325e+00	-4.505306e-05
4.017070581231629e-01	-3.436171e-03	3.999063e+00	-4.505306e-05
4.045011516740759e-01	-3.436171e-03	4.025928e+00	-4.505306e-05
4.073146796825453e-01	-3.436171e-03	4.052917e+00	-4.505306e-05
4.101477773259137e-01	-3.436171e-03	4.080025e+00	-4.505306e-05
4.130005807217560e-01	-3.436171e-03	4.107250e+00	-4.505306e-05
4.158732269344202e-01	-3.436171e-03	4.134586e+00	-4.505306e-05
4.187658539816118e-01	-3.436171e-03	4.162030e+00	-4.505306e-05
4.216786008410255e-01	-3.436171e-03	4.189577e+00	-4.505306e-05
4.246116074570224e-01	-3.436171e-03	4.217220e+00	-4.505306e-05
4.275650147473536e-01	-3.436171e-03	4.244956e+00	-4.505306e-05
4.305389646099306e-01	-3.436171e-03	4.272778e+00	-4.505306e-05
4.335335999296429e-01	-3.436171e-03	4.300679e+00	-4.505306e-05
4.365490645852230e-01	-3.436171e-03	4.328653e+00	-4.505306e-05
4.395855034561593e-01	-3.436171e-03	4.356692e+00	-4.505306e-05
4.426430624296566e-01	-3.436171e-03	4.384789e+00	-4.505306e-05
4.457218884076454e-01	-3.436171e-03	4.412935e+00	-4.505306e-05
4.488221293138401e-01	-3.436171e-03	4.441122e+00	-4.505306e-05
4.519439341008457e-01	-3.436171e-03	4.469340e+00	-4.505306e-05
4.550874527573145e-01	-3.436171e-03	4.497580e+00	-4.505306e-05
4.582528363151527e-01	-3.436171e-03	4.525832e+00	-4.505306e-05
4.614402368567762e-01	-3.436171e-03	4.554085e+00	-4.505306e-05
4.646498075224177e-01	-3.436171e-03	4.582328e+00	-4.505306e-05
4.678817025174847e-01	-3.436171e-03	4.610549e+00	-4.505306e-05
4.711360771199680e-01	-3.436171e-03	4.638738e+00	-4.505306e-05
4.744130876879021e-01	-3.436171e-03	4.666881e+00	-4.505306e-05
4.777128916668779e-01	-3.436171e-03	4.694965e+00	-4.505306e-05
4.810356475976068e-01	-3.436171e-03	4.722979e+00	-4.505306e-05
4.843815151235381e-01	-3.436171e-03	4.750907e+00	-4.505306e-05
4.877506549985292e-01	-3.436171e-03	4.778739e+00	-4.505306e-05
4.911432290945689e-01	-3.436171e-03	4.806459e+00	-4.505306e-05
4.945594004095548e-01	-3.436171e-03	4.834054e+00	-4.505306e-05
4.979993330751243e-01	-3.436171e-03	4.861510e+00	-4.505306e-05
5.014631923645410e-01	-3.436171e-03	4.888814e+00	-4.505306e-05
5.049511447006346e-01	-3.436171e-03	4.915951e+00	-4.505306e-05
5.084633576637974e-01	-3.436171e-03	4.942910e+00	-4.505306e-05
5.120000000000352e-01	-3.436171e-03	4.969675e+00	-4.505306e-05
5.155612416290756e-01	-3.436171e-03	4.996235e+00	-4.505306e-05
5.191472536525308e-01	-3.436171e-03	5.022577e+00	-4.505306e-05
5.227582083621191e-01	-3.436171e-03	5.048689e+00	-4.505306e-05
5.263942792479425e-01	-3.436171e-03	5.074560e+00	-4.505306e-05
5.300556410068220e-01	-3.436171e-03	5.100178e+00	-4.505306e-05
5.337424695506912e-01	-3.436171e-03	5.125533e+00	-4.505306e-05
5.374549420150477e-01	-3.436171e-03	5.150617e+00	-4.505306e-05
5.411932367674643e-01	-3.436171e-03	5.175419e+00	-4.505306e-05
5.449575334161582e-01	-3.436171e-03	5.199932e+00	-4.505306e-05
5.487480128186203e-01	-3.436171e-03	5.224149e+00	-4.505306e-05
5.525648570903052e-01	-3.436171e-03	5.248064e+00	-4.505306e-05
5.564082496133805e-01	-3.436171e-03	5.271669e+00	-4.505306e-05
5.602783750455378e-01	-3.436171e-03	5.294961e+00	-4.505306e-05
5.641754193288642e-01	-3.436171e-03	5.317936e+00	-4.505306e-05
5.680995696987764e-01	-3.436171e-03	5.340591e+00	-4.505306e-05
5.720510146930167e-01	-3.436171e-03	5.362923e+00	-4.505306e-05
5.760299441607107e-01	-3.436171e-03	5.384929e+00	-4.505306e-05
5.800365492714895e-01	-3.436171e-03	5.406610e+00	-4.505306e-05
5.840710225246738e-01	-3.436171e-03	5.427966e+00	-4.505306e-05
5.881335577585232e-01	-3.436171e-03	5.448996e+00	-4.505306e-05
5.922243501595488e-01	-3.436171e-03	5.469701e+00	-4.505305e-05
5.963435962718914e-01	-3.436171e-03	5.490083e+00	-4.505305e-05
6.004914940067643e-01	-3.436171e-03	5.510145e+00	-4.505305e-05
6.046682426519622e-01	-3.436171e-03	5.529888e+00	-4.505305e-05
6.088740428814361e-01	-3.436171e-03	5.549316e+00	-4.505305e-05
6.131090967649347e-01	-3.436171e-03	5.568432e+00	-4.505305e-05
6.173736077777130e-01	-3.436171e-03	5.587241e+00	-4.505305e-05
6.216677808103080e-01	-3.436171e-03	5.605745e+00	-4.505305e-05
6.259918221783835e-01	-3.436171e-03	5.623950e+00	-4.505305e-05
6.303459396326418e-01	-3.436171e-03	5.641860e+00	-4.505305e-05
6.347303423688062e-01	-3.436171e-03	5.659479e+00	-4.505305e-05
6.391452410376708e-01	-3.436171e-03	5.676814e+00	-4.505305e-05
6.435908477552220e-01	-3.436171e-03	5.693869e+00	-4.505305e-05
6.480673761128296e-01	-3.436171e-03	5.710649e+00	-4.505305e-05
6.525750411875089e-01	-3.436171e-03	5.727160e+00	-4.505305e-05
6.571140595522540e-01	-3.436171e-03	5.743406e+00	-4.505305e-05
6.616846492864434e-01	-3.436171e-03	5.759395e+00	-4.505305e-05
6.662870299863177e-01	-3.436171e-03	5.775130e+00	-4.505305e-05
6.709214227755301e-01	-3.436171e-03	5.790617e+00	-4.505305e-05
6.755880503157704e-01	-3.436171e-03	5.805862e+00	-4.505305e-05
6.802871368174629e-01	-3.436171e-03	5.820871e+00	-4.505305e-05
6.850189080505387e-01	-3.436171e-03	5.835648e+00	-4.505305e-05
6.897835913552831e-01	-3.436171e-03	5.850199e+00	-4.505305e-05
6.945814156532581e-01	-3.436171e-03	5.864530e+00	-4.505305e-05
6.994126114583010e-01	-3.436171e-03	5.878644e+00	-4.505305e-05
7.042774108875998e-01	-3.436171e-03	5.892548e+00	-4.505305e-05
7.091760476728448e-01	-3.436171e-03	5.906246e+00	-4.505305e-05
7.141087571714594e-01	-3.436171e-03	5.919744e+00	-4.505305e-05
7.190757763779068e-01	-3.436171e-03	5.933046e+00	-4.505305e-05
7.240773439350773e-01	-3.436171e-03	5.946157e+00	-4.505305e-05
7.291137001457537e-01	-3.436171e-03	5.959082e+00	-4.505305e-05
7.341850869841571e-01	-3.436171e-03	5.971825e+00	-4.505305e-05
7.392917481075719e-01	-3.436171e-03	5.984390e+00	-4.505305e-05
7.444339288680534e-01	-3.436171e-03	5.996782e+00	-4.505305e-05
7.496118763242150e-01	-3.436171e-03	6.009006e+00	-4.505305e-05
7.548258392530991e-01	-3.436170e-03	6.021064e+00	-4.505305e-05
7.600760681621289e-01	-3.436170e-03	6.032962e+00	-4.505305e-05
7.653628153011447e-01	-3.436170e-03	6.044703e+00	-4.505305e-05
7.706863346745231e-01	-3.436170e-03	6.056292e+00	-4.505305e-05
7.760468820533809e-01	-3.436170e-03	6.067730e+00	-4.505305e-05
7.814447149878638e-01	-3.436170e-03	6.079024e+00	-4.505305e-05
7.868800928195203e-01	-3.436170e-03	6.090175e+00	-4.505305e-05
7.923532766937621e-01	-3.436170e-03	6.101188e+00	-4.505305e-05
7.978645295724108e-01	-3.436170e-03	6.112065e+00	-4.505305e-05
8.034141162463322e-01	-3.436170e-03	6.122810e+00	-4.505305e-05
8.090023033481581e-01	-3.436170e-03	6.133426e+00	-4.505305e-05
8.146293593650972e-01	-3.436170e-03	6.143917e+00	-4.505305e-05
8.202955546518339e-01	-3.436170e-03	6.154284e+00	-4.505305e-05
8.260011614435188e-01	-3.436170e-03	6.164531e+00	-4.505305e-05
8.317464538688470e-01	-3.436170e-03	6.174661e+00	-4.505305e-05
8.375317079632303e-01	-3.436170e-03	6.184677e+00	-4.505305e-05
8.433572016820577e-01	-3.436170e-03	6.194581e+00	-4.505305e-05
8.492232149140516e-01	-3.436170e-03	6.204376e+00	-4.505305e-05
8.551300294947141e-01	-3.436170e-03	6.214064e+00	-4.505305e-05
8.610779292198680e-01	-3.436170e-03	6.223648e+00	-4.505305e-05
8.670671998592927e-01	-3.436170e-03	6.233129e+00	-4.505305e-05
8.730981291704530e-01	-3.436170e-03	6.242511e+00	-4.505305e-05
8.791710069123257e-01	-3.436170e-03	6.251796e+00	-4.505305e-05
8.852861248593203e-01	-3.436170e-03	6.260986e+00	-4.505305e-05
8.914437768152981e-01	-3.436170e-03	6.270083e+00	-4.505305e-05
8.976442586276874e-01	-3.436170e-03	6.279088e+00	-4.505305e-05
9.038878682016985e-01	-3.436170e-03	6.288005e+00	-4.505305e-05
9.101749055146363e-01	-3.436170e-03	6.296835e+00	-4.505305e-05
9.165056726303128e-01	-3.436170e-03	6.305579e+00	-4.505305e-05
9.228804737135597e-01	-3.436170e-03	6.314240e+00	-4.505305e-05
9.292996150448428e-01	-3.436170e-03	6.322820e+00	-4.505305e-05
9.357634050349768e-01	-3.436170e-03	6.331320e+00	-4.505305e-05
9.422721542399433e-01	-3.436170e-03	6.339742e+00	-4.505305e-05
9.488261753758115e-01	-3.436170e-03	6.348087e+00	-4.505305e-05
9.554257833337630e-01	-3.436170e-03	6.356357e+00	-4.505305e-05
9.620712951952208e-01	-3.436170e-03	6.364554e+00	-4.505305e-05
9.687630302470835e-01	-3.436170e-03	6.372679e+00	-4.505305e-05
9.755013099970659e-01	-3.436170e-03	6.380734e+00	-4.505305e-05
9.822864581891453e-01	-3.436170e-03	6.388720e+00	-4.505305e-05
9.891188008191170e-01	-3.436170e-03	6.396638e+00	-4.505305e-05
9.959986661502561e-01	-3.436170e-03	6.404491e+00	-4.505305e-05
1.002926384729089e+00	-3.436170e-03	6.412278e+00	-4.505305e-05
1.009902289401277e+00	-3.436170e-03	6.420002e+00	-4.505305e-05
1.016926715327602e+00	-3.436170e-03	6.427664e+00	-4.505305e-05
1.024000000000078e+00	-3.436170e-03	6.435265e+00	-4.505305e-05
1.031122483258159e+00	-3.436170e-03	6.442806e+00	-4.505305e-05
1.038294507305070e+00	-3.436170e-03	6.450288e+00	-4.505305e-05
1.045516416724246e+00	-3.436170e-03	6.457712e+00	-4.505305e-05
1.052788558495893e+00	-3.436170e-03	6.465080e+00	-4.505305e-05
1.060111282013652e+00	-3.436170e-03	6.472393e+00	-4.505305e-05
1.067484939101391e+00	-3.436170e-03	6.479651e+00	-4.505305e-05
1.074909884030104e+00	-3.436170e-03	6.486856e+00	-4.505305e-05
1.082386473534937e+00	-3.436170e-03	6.494009e+00	-4.505305e-05
1.089915066832325e+00	-3.436170e-03	6.501110e+00	-4.505305e-05
1.097496025637249e+00	-3.436170e-03	6.508161e+00	-4.505305e-05
1.105129714180619e+00	-3.436170e-03	6.515162e+00	-4.505305e-05
1.112816499226770e+00	-3.436170e-03	6.522116e+00	-4.505305e-05
1.120556750091084e+00	-3.436170e-03	6.529021e+00	-4.505305e-05
1.128350838657737e+00	-3.436170e-03	6.535879e+00	-4.505305e-05
1.136199139397561e+00	-3.436170e-03	6.542691e+00	-4.505305e-05
1.144102029386042e+00	-3.436170e-03	6.549459e+00	-4.505305e-05
1.152059888321431e+00	-3.436170e-03	6.556181e+00	-4.505305e-05
1.160073098542988e+00	-3.436170e-03	6.562860e+00	-4.505305e-05
1.168142045049357e+00	-3.436170e-03	6.569497e+00	-4.505305e-05
1.176267115517056e+00	-3.436170e-03	6.576091e+00	-4.505305e-05
1.184448700319107e+00	-3.436170e-03	6.582644e+00	-4.505305e-05
1.192687192543792e+00	-3.436170e-03	6.589156e+00	-4.505305e-05
1.200982988013538e+00	-3.436170e-03	6.595628e+00	-4.505305e-05
1.209336485303934e+00	-3.436170e-03	6.602061e+00	-4.505305e-05
1.217748085762882e+00	-3.436170e-03	6.608455e+00	-4.505305e-05
1.226218193529879e+00	-3.436170e-03	6.614811e+00	-4.505305e-05
1.234747215555436e+00	-3.436170e-03	6.621130e+00	-4.505305e-05
1.243335561620626e+00	-3.436170e-03	6.627412e+00	-4.505305e-05
1.251983644356777e+00	-3.436170e-03	6.633658e+00	-4.505305e-05
1.260691879265294e+00	-3.436170e-03	6.639869e+00	-4.505305e-05
1.269460684737623e+00	-3.436170e-03	6.646045e+00	-4.505305e-05
1.278290482075352e+00	-3.436170e-03	6.652186e+00	-4.505305e-05
1.287181695510454e+00	-3.436170e-03	6.658293e+00	-4.505305e-05
1.296134752225669e+00	-3.436170e-03	6.664367e+00	-4.505305e-05
1.305150082375028e+00	-3.436170e-03	6.670409e+00	-4.505305e-05
1.314228119104518e+00	-3.436170e-03	6.676418e+00	-4.505305e-05
1.323369298572897e+00	-3.436170e-03	6.682395e+00	-4.505305e-05
1.332574059972646e+00	-3.436170e-03	6.688342e+00	-4.505305e-05
1.341842845551071e+00	-3.436170e-03	6.694257e+00	-4.505305e-05
1.351176100631551e+00	-3.436170e-03	6.700142e+00	-4.505305e-05
1.360574273634936e+00	-3.436170e-03	6.705997e+00	-4.505305e-05
1.370037816101088e+00	-3.436170e-03	6.711824e+00	-4.505305e-05
1.379567182710577e+00	-3.436170e-03	6.717621e+00	-4.505305e-05
1.389162831306527e+00	-3.436170e-03	6.723390e+00	-4.505305e-05
1.398825222916613e+00	-3.436170e-03	6.729131e+00	-4.505305e-05
1.408554821775210e+00	-3.436170e-03	6.734844e+00	-4.505305e-05
1.418352095345701e+00	-3.436170e-03	6.740530e+00	-4.505305e-05
1.428217514342930e+00	-3.436170e-03	6.746189e+00	-4.505305e-05
1.438151552755825e+00	-3.436170e-03	6.751822e+00	-4.505305e-05
1.448154687870166e+00	-3.436170e-03	6.757429e+00	-4.505305e-05
1.458227400291519e+00	-3.436170e-03	6.763011e+00	-4.505305e-05
1.468370173968326e+00	-3.436170e-03	6.768567e+00	-4.505305e-05
1.478583496215155e+00	-3.436170e-03	6.774098e+00	-4.505305e-05
1.488867857736118e+00	-3.436170e-03	6.779604e+00	-4.505305e-05
1.499223752648442e+00	-3.436170e-03	6.785087e+00	-4.505305e-05
1.509651678506210e+00	-3.436170e-03	6.790546e+00	-4.505305e-05
1.520152136324270e+00	-3.436170e-03	6.795981e+00	-4.505305e-05
1.530725630602301e+00	-3.436170e-03	6.801394e+00	-4.505305e-05
1.541372669349058e+00	-3.436170e-03	6.806784e+00	-4.505305e-05
1.552093764106774e+00	-3.436170e-03	6.812150e+00	-4.505305e-05
1.562889429975740e+00	-3.436170e-03	6.817495e+00	-4.505305e-05
1.573760185639053e+00	-3.436170e-03	6.822819e+00	-4.505305e-05
1.584706553387537e+00	-3.436170e-03	6.828120e+00	-4.505305e-05
1.595729059144834e+00	-3.436170e-03	6.833401e+00	-4.505305e-05
1.606828232492677e+00	-3.436170e-03	6.838660e+00	-4.505305e-05
1.618004606696329e+00	-3.436170e-03	6.843899e+00	-4.505305e-05
1.629258718730207e+00	-3.436170e-03	6.849117e+00	-4.505305e-05
1.640591109303680e+00	-3.436170e-03	6.854316e+00	-4.505305e-05
1.652002322887050e+00	-3.436170e-03	6.859494e+00	-4.505305e-05
1.663492907737707e+00	-3.436170e-03	6.864653e+00	-4.505305e-05
1.675063415926473e+00	-3.436170e-03	6.869793e+00	-4.505305e-05
1.686714403364129e+00	-3.436170e-03	6.874914e+00	-4.505305e-05
1.698446429828117e+00	-3.436170e-03	6.880015e+00	-4.505305e-05
1.710260058989441e+00	-3.436170e-03	6.885099e+00	-4.505305e-05
1.722155858439749e+00	-3.436170e-03	6.890164e+00	-4.505305e-05
1.734134399718599e+00	-3.436170e-03	6.895211e+00	-4.505305e-05
1.746196258340920e+00	-3.436170e-03	6.900240e+00	-4.505305e-05
1.758342013824665e+00	-3.436170e-03	6.905252e+00	-4.505305e-05
1.770572249718654e+00	-3.436170e-03	6.910247e+00	-4.505305e-05
1.782887553630610e+00	-3.436170e-03	6.915224e+00	-4.505305e-05
1.795288517255389e+00	-3.436170e-03	6.920185e+00	-4.505305e-05
1.807775736403411e+00	-3.436170e-03	6.925128e+00	-4.505305e-05
1.820349811029287e+00	-3.436170e-03	6.930056e+00	-4.505305e-05
1.833011345260640e+00	-3.436170e-03	6.934967e+00	-4.505305e-05
1.845760947427134e+00	-3.436170e-03	6.939862e+00	-4.505305e-05
1.858599230089700e+00	-3.436170e-03	6.944742e+00	-4.505305e-05
1.871526810069968e+00	-3.436170e-03	6.949605e+00	-4.505305e-05
1.884544308479902e+00	-3.436170e-03	6.954454e+00	-4.505305e-05
1.897652350751638e+00	-3.436170e-03	6.959287e+00	-4.505305e-05
1.910851566667542e+00	-3.436170e-03	6.964105e+00	-4.505305e-05
1.924142590390457e+00	-3.436170e-03	6.968908e+00	-4.505305e-05
1.937526060494183e+00	-3.436170e-03	6.973697e+00	-4.505305e-05
1.951002619994148e+00	-3.436170e-03	6.978471e+00	-4.505305e-05
1.964572916378307e+00	-3.436170e-03	6.983231e+00	-4.505305e-05
1.978237601638250e+00	-3.436170e-03	6.987977e+00	-4.505305e-05
1.991997332300529e+00	-3.436170e-03	6.992708e+00	-4.505305e-05
2.005852769458195e+00	-3.436170e-03	6.997426e+00	-4.505305e-05
2.019804578802570e+00	-3.436170e-03	7.002131e+00	-4.505305e-05
2.033853430655221e+00	-3.436170e-03	7.006822e+00	-4.505305e-05
2.048000000000173e+00	-3.436170e-03	7.011499e+00	-4.505305e-05
2.062244966516335e+00	-3.436170e-03	7.016164e+00	-4.505305e-05
2.076589014610156e+00	-3.436170e-03	7.020815e+00	-4.505305e-05
2.091032833448509e+00	-3.436170e-03	7.025455e+00	-4.505305e-05
2.105577116991803e+00	-3.436170e-03	7.030081e+00	-4.505305e-05
2.120222564027321e+00	-3.436170e-03	7.034694e+00	-4.505305e-05
2.134969878202798e+00	-3.436170e-03	7.039296e+00	-4.505305e-05
2.149819768060225e+00	-3.436170e-03	7.043885e+00	-4.505305e-05
2.164772947069892e+00	-3.436170e-03	7.048462e+00	-4.505305e-05
2.179830133664667e+00	-3.436170e-03	7.053028e+00	-4.505305e-05
2.194992051274516e+00	-3.436170e-03	7.057581e+00	-4.505305e-05
2.210259428361256e+00	-3.436170e-03	7.062123e+00	-4.505305e-05
2.225632998453557e+00	-3.436170e-03	7.066654e+00	-4.505305e-05
2.241113500182186e+00	-3.436170e-03	7.071173e+00	-4.505305e-05
2.256701677315492e+00	-3.436170e-03	7.075681e+00	-4.505305e-05
2.272398278795141e+00	-3.436170e-03	7.080178e+00	-4.505305e-05
2.288204058772103e+00	-3.436170e-03	7.084664e+00	-4.505305e-05
2.304119776642879e+00	-3.436170e-03	7.089139e+00	-4.505305e-05
2.320146197085995e+00	-3.436170e-03	7.093603e+00	-4.505305e-05
2.336284090098733e+00	-3.436170e-03	7.098057e+00	-4.505305e-05
2.352534231034130e+00	-3.436170e-03	7.102501e+00	-4.505305e-05
